Route,RouteInstance,Day,Direction,Stop,Time
11,14,Thursday & Friday,Outbound,Seneca @ Commons,1:26PM
11,14,Thursday & Friday,Outbound,Green @ Commons,1:35PM
11,14,Thursday & Friday,Outbound,Hudson @ Grandview,1:40PM
11,14,Thursday & Friday,Outbound,IC - Roy Park School,1:44PM
11,14,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,1:48PM
11,14,Thursday & Friday,Outbound,Longview,1:54PM
11,14,Thursday & Friday,Outbound,South Hill Business Park,1:58PM
11,15,Thursday & Friday,Outbound,Seneca @ Commons,1:56PM
11,15,Thursday & Friday,Outbound,Green @ Commons,2:05PM
11,15,Thursday & Friday,Outbound,Hudson @ Grandview,2:10PM
11,15,Thursday & Friday,Outbound,IC - Roy Park School,2:14PM
11,15,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,2:18PM
11,15,Thursday & Friday,Outbound,IC - College Circle Apartments,2:22PM
11,16,Thursday & Friday,Outbound,Seneca @ Commons,2:26PM
11,16,Thursday & Friday,Outbound,Green @ Commons,2:35PM
11,16,Thursday & Friday,Outbound,Hudson @ Grandview,2:40PM
11,16,Thursday & Friday,Outbound,IC - Roy Park School,2:44PM
11,16,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,2:48PM
11,16,Thursday & Friday,Outbound,Longview,2:54PM
11,16,Thursday & Friday,Outbound,South Hill Business Park,2:58PM
11,17,Thursday & Friday,Outbound,Seneca @ Commons,2:56PM
11,17,Thursday & Friday,Outbound,Green @ Commons,3:05PM
11,17,Thursday & Friday,Outbound,Hudson @ Grandview,3:10PM
11,17,Thursday & Friday,Outbound,IC - Roy Park School,3:14PM
11,17,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,3:18PM
11,17,Thursday & Friday,Outbound,IC - College Circle Apartments,3:22PM
11,18,Thursday & Friday,Outbound,Seneca @ Commons,3:26PM
11,18,Thursday & Friday,Outbound,Green @ Commons,3:35PM
11,18,Thursday & Friday,Outbound,Hudson @ Grandview,3:40PM
11,18,Thursday & Friday,Outbound,IC - Roy Park School,3:44PM
11,18,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,3:48PM
11,18,Thursday & Friday,Outbound,Longview,3:54PM
11,18,Thursday & Friday,Outbound,South Hill Business Park,3:58PM
11,19,Thursday & Friday,Outbound,Seneca @ Commons,3:56PM
11,19,Thursday & Friday,Outbound,Green @ Commons,4:05PM
11,19,Thursday & Friday,Outbound,Hudson @ Grandview,4:10PM
11,19,Thursday & Friday,Outbound,IC - Roy Park School,4:14PM
11,19,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,4:18PM
11,19,Thursday & Friday,Outbound,IC - College Circle Apartments,4:22PM
11,20,Thursday & Friday,Outbound,Seneca @ Commons,4:26PM
11,20,Thursday & Friday,Outbound,Green @ Commons,4:35PM
11,20,Thursday & Friday,Outbound,Hudson @ Grandview,4:40PM
11,20,Thursday & Friday,Outbound,IC - Roy Park School,4:44PM
11,20,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,4:48PM
11,20,Thursday & Friday,Outbound,Longview,4:54PM
11,20,Thursday & Friday,Outbound,South Hill Business Park,4:58PM
11,21,Thursday & Friday,Outbound,Seneca @ Commons,4:56PM
11,21,Thursday & Friday,Outbound,Green @ Commons,5:05PM
11,21,Thursday & Friday,Outbound,Hudson @ Grandview,5:10PM
11,21,Thursday & Friday,Outbound,IC - Roy Park School,5:14PM
11,21,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,5:18PM
11,21,Thursday & Friday,Outbound,IC - College Circle Apartments,5:22PM
11,22,Thursday & Friday,Outbound,Seneca @ Commons,5:26PM
11,22,Thursday & Friday,Outbound,Green @ Commons,5:35PM
11,22,Thursday & Friday,Outbound,Hudson @ Grandview,5:40PM
11,22,Thursday & Friday,Outbound,IC - Roy Park School,5:44PM
11,22,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,5:48PM
11,22,Thursday & Friday,Outbound,Longview,5:54PM
11,22,Thursday & Friday,Outbound,South Hill Business Park,5:58PM
11,23,Thursday & Friday,Outbound,Seneca @ Commons,5:56PM
11,23,Thursday & Friday,Outbound,Green @ Commons,6:05PM
11,23,Thursday & Friday,Outbound,Hudson @ Grandview,6:10PM
11,23,Thursday & Friday,Outbound,IC - Roy Park School,6:14PM
11,23,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,6:18PM
11,23,Thursday & Friday,Outbound,IC - College Circle Apartments,6:22PM
11,24,Thursday & Friday,Outbound,Seneca @ Commons,6:26PM
11,24,Thursday & Friday,Outbound,Green @ Commons,6:35PM
11,24,Thursday & Friday,Outbound,Hudson @ Grandview,6:40PM
11,24,Thursday & Friday,Outbound,IC - Roy Park School,6:44PM
11,24,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,6:48PM
11,24,Thursday & Friday,Outbound,Longview,6:54PM
11,24,Thursday & Friday,Outbound,South Hill Business Park,6:58PM
11,25,Thursday & Friday,Outbound,Seneca @ Commons,6:56PM
11,25,Thursday & Friday,Outbound,Green @ Commons,7:05PM
11,25,Thursday & Friday,Outbound,Hudson @ Grandview,7:10PM
11,25,Thursday & Friday,Outbound,IC - Roy Park School,7:14PM
11,25,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,7:18PM
11,25,Thursday & Friday,Outbound,IC - College Circle Apartments,7:22PM
11,26,Thursday & Friday,Outbound,Seneca @ Commons,7:26PM
11,26,Thursday & Friday,Outbound,Green @ Commons,7:35PM
11,26,Thursday & Friday,Outbound,Hudson @ Grandview,7:40PM
11,26,Thursday & Friday,Outbound,IC - Roy Park School,7:44PM
11,26,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,7:48PM
11,26,Thursday & Friday,Outbound,IC - College Circle Apartments,7:52PM
11,27,Thursday & Friday,Outbound,Seneca @ Commons,7:56PM
11,27,Thursday & Friday,Outbound,Green @ Commons,8:05PM
11,27,Thursday & Friday,Outbound,Hudson @ Grandview,8:10PM
11,27,Thursday & Friday,Outbound,IC - Roy Park School,8:14PM
11,27,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,8:18PM
11,27,Thursday & Friday,Outbound,IC - College Circle Apartments,8:22PM
11,28,Thursday & Friday,Outbound,Seneca @ Commons,8:26PM
11,28,Thursday & Friday,Outbound,Green @ Commons,8:35PM
11,28,Thursday & Friday,Outbound,Hudson @ Grandview,8:40PM
11,28,Thursday & Friday,Outbound,IC - Roy Park School,8:44PM
11,28,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,8:48PM
11,28,Thursday & Friday,Outbound,IC - College Circle Apartments,8:52PM
11,29,Thursday & Friday,Outbound,Seneca @ Commons,8:56PM
11,29,Thursday & Friday,Outbound,Green @ Commons,9:05PM
11,29,Thursday & Friday,Outbound,Hudson @ Grandview,9:10PM
11,29,Thursday & Friday,Outbound,IC - Roy Park School,9:14PM
11,29,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,9:18PM
11,29,Thursday & Friday,Outbound,IC - College Circle Apartments,9:22PM
11,30,Thursday & Friday,Outbound,Seneca @ Commons,9:26PM
11,30,Thursday & Friday,Outbound,Green @ Commons,9:35PM
11,30,Thursday & Friday,Outbound,Hudson @ Grandview,9:40PM
11,30,Thursday & Friday,Outbound,IC - Roy Park School,9:44PM
11,30,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,9:48PM
11,30,Thursday & Friday,Outbound,IC - College Circle Apartments,9:52PM
11,31,Thursday & Friday,Outbound,Seneca @ Commons,9:56PM
11,31,Thursday & Friday,Outbound,Green @ Commons,10:05PM
11,31,Thursday & Friday,Outbound,Hudson @ Grandview,10:10PM
11,31,Thursday & Friday,Outbound,IC - Roy Park School,10:14PM
11,31,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,10:18PM
11,31,Thursday & Friday,Outbound,IC - College Circle Apartments,10:22PM
11,32,Thursday & Friday,Outbound,Seneca @ Commons,10:26PM
11,32,Thursday & Friday,Outbound,Green @ Commons,10:35PM
11,32,Thursday & Friday,Outbound,Hudson @ Grandview,10:40PM
11,32,Thursday & Friday,Outbound,IC - Roy Park School,10:44PM
11,32,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,10:48PM
11,32,Thursday & Friday,Outbound,IC - College Circle Apartments,10:52PM
11,33,Thursday & Friday,Outbound,Seneca @ Commons,10:56PM
11,33,Thursday & Friday,Outbound,Green @ Commons,11:05PM
11,33,Thursday & Friday,Outbound,Hudson @ Grandview,11:10PM
11,33,Thursday & Friday,Outbound,IC - Roy Park School,11:14PM
11,33,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,11:18PM
11,33,Thursday & Friday,Outbound,IC - College Circle Apartments,11:22PM
11,34,Thursday & Friday,Outbound,Seneca @ Commons,11:26PM
11,34,Thursday & Friday,Outbound,Green @ Commons,11:35PM
11,34,Thursday & Friday,Outbound,Hudson @ Grandview,11:40PM
11,34,Thursday & Friday,Outbound,IC - Roy Park School,11:44PM
11,34,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,11:48PM
11,34,Thursday & Friday,Outbound,IC - College Circle Apartments,11:52PM
11,35,Thursday & Friday,Outbound,Seneca @ Commons,11:56PM
11,35,Thursday & Friday,Outbound,Green @ Commons,12:05AM
11,35,Thursday & Friday,Outbound,Hudson @ Grandview,12:10AM
11,35,Thursday & Friday,Outbound,IC - Roy Park School,12:14AM
11,35,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,12:18AM
11,35,Thursday & Friday,Outbound,IC - College Circle Apartments,12:22AM
11,36,Thursday & Friday,Outbound,Seneca @ Commons,12:26AM
11,36,Thursday & Friday,Outbound,Green @ Commons,12:35AM
11,36,Thursday & Friday,Outbound,Hudson @ Grandview,12:40AM
11,36,Thursday & Friday,Outbound,IC - Roy Park School,12:44AM
11,36,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,12:48AM
11,36,Thursday & Friday,Outbound,IC - College Circle Apartments,12:52AM
11,37,Thursday & Friday,Outbound,Seneca @ Commons,12:56AM
11,37,Thursday & Friday,Outbound,Green @ Commons,1:05AM
11,37,Thursday & Friday,Outbound,Hudson @ Grandview,1:10AM
11,37,Thursday & Friday,Outbound,IC - Roy Park School,1:14AM
11,37,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,1:18AM
11,37,Thursday & Friday,Outbound,IC - College Circle Apartments,1:22AM
11,38,Thursday & Friday,Outbound,Seneca @ Commons,1:26AM
11,38,Thursday & Friday,Outbound,Green @ Commons,1:35AM
11,38,Thursday & Friday,Outbound,Hudson @ Grandview,1:40AM
11,38,Thursday & Friday,Outbound,IC - Roy Park School,1:44AM
11,38,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,1:48AM
11,38,Thursday & Friday,Outbound,IC - College Circle Apartments,1:52AM
11,39,Thursday & Friday,Outbound,Seneca @ Commons,1:56AM
11,39,Thursday & Friday,Outbound,Green @ Commons,2:05AM
11,39,Thursday & Friday,Outbound,Hudson @ Grandview,2:10AM
11,39,Thursday & Friday,Outbound,IC - Roy Park School,2:14AM
11,39,Thursday & Friday,Outbound,IC - The Towers @ Ithaca College,2:18AM
11,39,Thursday & Friday,Outbound,IC - College Circle Apartments,2:22AM
11,1,Thursday & Friday,Inbound,IC - College Circle Apartments,7:30AM
11,1,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,7:36AM
11,1,Thursday & Friday,Inbound,IC - Roy Park School,7:40AM
11,1,Thursday & Friday,Inbound,Hudson @ Pearsall,7:44AM
11,1,Thursday & Friday,Inbound,Seneca @ Commons,7:48AM
11,1,Thursday & Friday,Inbound,Green @ Commons,7:52AM
11,2,Thursday & Friday,Inbound,South Hill Business Park,7:56AM
11,2,Thursday & Friday,Inbound,Longview,8:00AM
11,2,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,8:06AM
11,2,Thursday & Friday,Inbound,IC - Roy Park School,8:10AM
11,2,Thursday & Friday,Inbound,Hudson @ Pearsall,8:14AM
11,2,Thursday & Friday,Inbound,Seneca @ Commons,8:18AM
11,2,Thursday & Friday,Inbound,Green @ Commons,8:22AM
11,3,Thursday & Friday,Inbound,IC - College Circle Apartments,8:30AM
11,3,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,8:36AM
11,3,Thursday & Friday,Inbound,IC - Roy Park School,8:40AM
11,3,Thursday & Friday,Inbound,Hudson @ Pearsall,8:44AM
11,3,Thursday & Friday,Inbound,Seneca @ Commons,8:48AM
11,3,Thursday & Friday,Inbound,Green @ Commons,8:52AM
11,4,Thursday & Friday,Inbound,South Hill Business Park,8:56AM
11,4,Thursday & Friday,Inbound,Longview,9:00AM
11,4,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,9:06AM
11,4,Thursday & Friday,Inbound,IC - Roy Park School,9:10AM
11,4,Thursday & Friday,Inbound,Hudson @ Pearsall,9:14AM
11,4,Thursday & Friday,Inbound,Seneca @ Commons,9:18AM
11,4,Thursday & Friday,Inbound,Green @ Commons,9:22AM
11,5,Thursday & Friday,Inbound,IC - College Circle Apartments,9:30AM
11,5,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,9:36AM
11,5,Thursday & Friday,Inbound,IC - Roy Park School,9:40AM
11,5,Thursday & Friday,Inbound,Hudson @ Pearsall,9:44AM
11,5,Thursday & Friday,Inbound,Seneca @ Commons,9:48AM
11,5,Thursday & Friday,Inbound,Green @ Commons,9:52AM
11,6,Thursday & Friday,Inbound,South Hill Business Park,9:56AM
11,6,Thursday & Friday,Inbound,Longview,10:00AM
11,6,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,10:06AM
11,6,Thursday & Friday,Inbound,IC - Roy Park School,10:10AM
11,6,Thursday & Friday,Inbound,Hudson @ Pearsall,10:14AM
11,6,Thursday & Friday,Inbound,Seneca @ Commons,10:18AM
11,6,Thursday & Friday,Inbound,Green @ Commons,10:22AM
11,7,Thursday & Friday,Inbound,IC - College Circle Apartments,10:30AM
11,7,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,10:36AM
11,7,Thursday & Friday,Inbound,IC - Roy Park School,10:40AM
11,7,Thursday & Friday,Inbound,Hudson @ Pearsall,10:44AM
11,7,Thursday & Friday,Inbound,Seneca @ Commons,10:48AM
11,7,Thursday & Friday,Inbound,Green @ Commons,10:52AM
11,8,Thursday & Friday,Inbound,South Hill Business Park,10:56AM
11,8,Thursday & Friday,Inbound,Longview,11:00AM
11,8,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,11:06AM
11,8,Thursday & Friday,Inbound,IC - Roy Park School,11:10AM
11,8,Thursday & Friday,Inbound,Hudson @ Pearsall,11:14AM
11,8,Thursday & Friday,Inbound,Seneca @ Commons,11:18AM
11,8,Thursday & Friday,Inbound,Green @ Commons,11:22AM
11,9,Thursday & Friday,Inbound,IC - College Circle Apartments,11:30AM
11,9,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,11:36AM
11,9,Thursday & Friday,Inbound,IC - Roy Park School,11:40AM
11,9,Thursday & Friday,Inbound,Hudson @ Pearsall,11:44AM
11,9,Thursday & Friday,Inbound,Seneca @ Commons,11:48AM
11,9,Thursday & Friday,Inbound,Green @ Commons,11:52AM
11,10,Thursday & Friday,Inbound,South Hill Business Park,11:56AM
11,10,Thursday & Friday,Inbound,Longview,12:00PM
11,10,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,12:06PM
11,10,Thursday & Friday,Inbound,IC - Roy Park School,12:10PM
11,10,Thursday & Friday,Inbound,Hudson @ Pearsall,12:14PM
11,10,Thursday & Friday,Inbound,Seneca @ Commons,12:18PM
11,10,Thursday & Friday,Inbound,Green @ Commons,12:22PM
11,11,Thursday & Friday,Inbound,IC - College Circle Apartments,12:30PM
11,11,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,12:36PM
11,11,Thursday & Friday,Inbound,IC - Roy Park School,12:40PM
11,11,Thursday & Friday,Inbound,Hudson @ Pearsall,12:44PM
11,11,Thursday & Friday,Inbound,Seneca @ Commons,12:48PM
11,11,Thursday & Friday,Inbound,Green @ Commons,12:52PM
11,12,Thursday & Friday,Inbound,South Hill Business Park,12:56PM
11,12,Thursday & Friday,Inbound,Longview,1:00PM
11,12,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,1:06PM
11,12,Thursday & Friday,Inbound,IC - Roy Park School,1:10PM
11,12,Thursday & Friday,Inbound,Hudson @ Pearsall,1:14PM
11,12,Thursday & Friday,Inbound,Seneca @ Commons,1:18PM
11,12,Thursday & Friday,Inbound,Green @ Commons,1:22PM
11,13,Thursday & Friday,Inbound,IC - College Circle Apartments,1:30PM
11,13,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,1:36PM
11,13,Thursday & Friday,Inbound,IC - Roy Park School,1:40PM
11,13,Thursday & Friday,Inbound,Hudson @ Pearsall,1:44PM
11,13,Thursday & Friday,Inbound,Seneca @ Commons,1:48PM
11,13,Thursday & Friday,Inbound,Green @ Commons,1:52PM
11,14,Thursday & Friday,Inbound,South Hill Business Park,2:06PM
11,14,Thursday & Friday,Inbound,IC - Roy Park School,2:10PM
11,14,Thursday & Friday,Inbound,Hudson @ Pearsall,2:14PM
11,14,Thursday & Friday,Inbound,Seneca @ Commons,2:18PM
11,14,Thursday & Friday,Inbound,Green @ Commons,2:22PM
11,15,Thursday & Friday,Inbound,IC - College Circle Apartments,2:30PM
11,15,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,2:36PM
11,15,Thursday & Friday,Inbound,IC - Roy Park School,2:40PM
11,15,Thursday & Friday,Inbound,Hudson @ Pearsall,2:44PM
11,15,Thursday & Friday,Inbound,Seneca @ Commons,2:48PM
11,15,Thursday & Friday,Inbound,Green @ Commons,2:52PM
11,16,Thursday & Friday,Inbound,South Hill Business Park,3:06PM
11,16,Thursday & Friday,Inbound,IC - Roy Park School,3:10PM
11,16,Thursday & Friday,Inbound,Hudson @ Pearsall,3:14PM
11,16,Thursday & Friday,Inbound,Seneca @ Commons,3:18PM
11,16,Thursday & Friday,Inbound,Green @ Commons,3:22PM
11,17,Thursday & Friday,Inbound,IC - College Circle Apartments,3:30PM
11,17,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,3:36PM
11,17,Thursday & Friday,Inbound,IC - Roy Park School,3:40PM
11,17,Thursday & Friday,Inbound,Hudson @ Pearsall,3:44PM
11,17,Thursday & Friday,Inbound,Seneca @ Commons,3:48PM
11,17,Thursday & Friday,Inbound,Green @ Commons,3:52PM
11,18,Thursday & Friday,Inbound,South Hill Business Park,4:06PM
11,18,Thursday & Friday,Inbound,IC - Roy Park School,4:10PM
11,18,Thursday & Friday,Inbound,Hudson @ Pearsall,4:14PM
11,18,Thursday & Friday,Inbound,Seneca @ Commons,4:18PM
11,18,Thursday & Friday,Inbound,Green @ Commons,4:22PM
11,19,Thursday & Friday,Inbound,IC - College Circle Apartments,4:30PM
11,19,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,4:36PM
11,19,Thursday & Friday,Inbound,IC - Roy Park School,4:40PM
11,19,Thursday & Friday,Inbound,Hudson @ Pearsall,4:44PM
11,19,Thursday & Friday,Inbound,Seneca @ Commons,4:48PM
11,19,Thursday & Friday,Inbound,Green @ Commons,4:52PM
11,20,Thursday & Friday,Inbound,South Hill Business Park,5:06PM
11,20,Thursday & Friday,Inbound,IC - Roy Park School,5:10PM
11,20,Thursday & Friday,Inbound,Hudson @ Pearsall,5:14PM
11,20,Thursday & Friday,Inbound,Seneca @ Commons,5:18PM
11,20,Thursday & Friday,Inbound,Green @ Commons,5:22PM
11,21,Thursday & Friday,Inbound,IC - College Circle Apartments,5:30PM
11,21,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,5:36PM
11,21,Thursday & Friday,Inbound,IC - Roy Park School,5:40PM
11,21,Thursday & Friday,Inbound,Hudson @ Pearsall,5:44PM
11,21,Thursday & Friday,Inbound,Seneca @ Commons,5:48PM
11,21,Thursday & Friday,Inbound,Green @ Commons,5:52PM
11,22,Thursday & Friday,Inbound,South Hill Business Park,6:06PM
11,22,Thursday & Friday,Inbound,IC - Roy Park School,6:10PM
11,22,Thursday & Friday,Inbound,Hudson @ Pearsall,6:14PM
11,22,Thursday & Friday,Inbound,Seneca @ Commons,6:18PM
11,22,Thursday & Friday,Inbound,Green @ Commons,6:22PM
11,23,Thursday & Friday,Inbound,IC - College Circle Apartments,6:30PM
11,23,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,6:36PM
11,23,Thursday & Friday,Inbound,IC - Roy Park School,6:40PM
11,23,Thursday & Friday,Inbound,Hudson @ Pearsall,6:44PM
11,23,Thursday & Friday,Inbound,Seneca @ Commons,6:48PM
11,23,Thursday & Friday,Inbound,Green @ Commons,6:52PM
11,24,Thursday & Friday,Inbound,South Hill Business Park,7:06PM
11,24,Thursday & Friday,Inbound,IC - Roy Park School,7:10PM
11,24,Thursday & Friday,Inbound,Hudson @ Pearsall,7:14PM
11,24,Thursday & Friday,Inbound,Seneca @ Commons,7:18PM
11,24,Thursday & Friday,Inbound,Green @ Commons,7:22PM
11,25,Thursday & Friday,Inbound,IC - College Circle Apartments,7:30PM
11,25,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,7:36PM
11,25,Thursday & Friday,Inbound,IC - Roy Park School,7:40PM
11,25,Thursday & Friday,Inbound,Hudson @ Pearsall,7:44PM
11,25,Thursday & Friday,Inbound,Seneca @ Commons,7:48PM
11,25,Thursday & Friday,Inbound,Green @ Commons,7:52PM
11,26,Thursday & Friday,Inbound,IC - College Circle Apartments,8:00PM
11,26,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,8:06PM
11,26,Thursday & Friday,Inbound,IC - Roy Park School,8:10PM
11,26,Thursday & Friday,Inbound,Hudson @ Pearsall,8:14PM
11,26,Thursday & Friday,Inbound,Seneca @ Commons,8:18PM
11,26,Thursday & Friday,Inbound,Green @ Commons,8:22PM
11,27,Thursday & Friday,Inbound,IC - College Circle Apartments,8:30PM
11,27,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,8:36PM
11,27,Thursday & Friday,Inbound,IC - Roy Park School,8:40PM
11,27,Thursday & Friday,Inbound,Hudson @ Pearsall,8:44PM
11,27,Thursday & Friday,Inbound,Seneca @ Commons,8:48PM
11,27,Thursday & Friday,Inbound,Green @ Commons,8:52PM
11,28,Thursday & Friday,Inbound,IC - College Circle Apartments,8:56PM
11,28,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,9:06PM
11,28,Thursday & Friday,Inbound,IC - Roy Park School,9:10PM
11,28,Thursday & Friday,Inbound,Hudson @ Pearsall,9:14PM
11,28,Thursday & Friday,Inbound,Seneca @ Commons,9:18PM
11,28,Thursday & Friday,Inbound,Green @ Commons,9:22PM
11,29,Thursday & Friday,Inbound,IC - College Circle Apartments,9:26PM
11,29,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,9:36PM
11,29,Thursday & Friday,Inbound,IC - Roy Park School,9:40PM
11,29,Thursday & Friday,Inbound,Hudson @ Pearsall,9:44PM
11,29,Thursday & Friday,Inbound,Seneca @ Commons,9:48PM
11,29,Thursday & Friday,Inbound,Green @ Commons,9:52PM
11,30,Thursday & Friday,Inbound,IC - College Circle Apartments,9:56PM
11,30,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,10:06PM
11,30,Thursday & Friday,Inbound,IC - Roy Park School,10:10PM
11,30,Thursday & Friday,Inbound,Hudson @ Pearsall,10:14PM
11,30,Thursday & Friday,Inbound,Seneca @ Commons,10:18PM
11,30,Thursday & Friday,Inbound,Green @ Commons,10:22PM
11,31,Thursday & Friday,Inbound,IC - College Circle Apartments,10:26PM
11,31,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,10:36PM
11,31,Thursday & Friday,Inbound,IC - Roy Park School,10:40PM
11,31,Thursday & Friday,Inbound,Hudson @ Pearsall,10:44PM
11,31,Thursday & Friday,Inbound,Seneca @ Commons,10:48PM
11,31,Thursday & Friday,Inbound,Green @ Commons,10:52PM
11,32,Thursday & Friday,Inbound,IC - College Circle Apartments,10:56PM
11,32,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,11:06PM
11,32,Thursday & Friday,Inbound,IC - Roy Park School,11:10PM
11,32,Thursday & Friday,Inbound,Hudson @ Pearsall,11:14PM
11,32,Thursday & Friday,Inbound,Seneca @ Commons,11:18PM
11,32,Thursday & Friday,Inbound,Green @ Commons,11:22PM
11,33,Thursday & Friday,Inbound,IC - College Circle Apartments,11:26PM
11,33,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,11:36PM
11,33,Thursday & Friday,Inbound,IC - Roy Park School,11:40PM
11,33,Thursday & Friday,Inbound,Hudson @ Pearsall,11:44PM
11,33,Thursday & Friday,Inbound,Seneca @ Commons,11:48PM
11,33,Thursday & Friday,Inbound,Green @ Commons,11:52PM
11,34,Thursday & Friday,Inbound,IC - College Circle Apartments,11:56PM
11,34,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,12:06AM
11,34,Thursday & Friday,Inbound,IC - Roy Park School,12:10AM
11,34,Thursday & Friday,Inbound,Hudson @ Pearsall,12:14AM
11,34,Thursday & Friday,Inbound,Seneca @ Commons,12:18AM
11,34,Thursday & Friday,Inbound,Green @ Commons,12:22AM
11,35,Thursday & Friday,Inbound,IC - College Circle Apartments,12:26AM
11,35,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,12:36AM
11,35,Thursday & Friday,Inbound,IC - Roy Park School,12:40AM
11,35,Thursday & Friday,Inbound,Hudson @ Pearsall,12:44AM
11,35,Thursday & Friday,Inbound,Seneca @ Commons,12:48AM
11,35,Thursday & Friday,Inbound,Green @ Commons,12:52AM
11,36,Thursday & Friday,Inbound,IC - College Circle Apartments,12:56AM
11,36,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,1:06AM
11,36,Thursday & Friday,Inbound,IC - Roy Park School,1:10AM
11,36,Thursday & Friday,Inbound,Hudson @ Pearsall,1:14AM
11,36,Thursday & Friday,Inbound,Seneca @ Commons,1:18AM
11,36,Thursday & Friday,Inbound,Green @ Commons,1:22AM
11,37,Thursday & Friday,Inbound,IC - College Circle Apartments,1:26AM
11,37,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,1:36AM
11,37,Thursday & Friday,Inbound,IC - Roy Park School,1:40AM
11,37,Thursday & Friday,Inbound,Hudson @ Pearsall,1:44AM
11,37,Thursday & Friday,Inbound,Seneca @ Commons,1:48AM
11,37,Thursday & Friday,Inbound,Green @ Commons,1:52AM
11,38,Thursday & Friday,Inbound,IC - College Circle Apartments,1:56AM
11,38,Thursday & Friday,Inbound,IC - The Towers @ Ithaca College,2:06AM
11,38,Thursday & Friday,Inbound,IC - Roy Park School,2:10AM
11,38,Thursday & Friday,Inbound,Hudson @ Pearsall,2:14AM
11,38,Thursday & Friday,Inbound,Seneca @ Commons,2:18AM
11,1,Saturday,Outbound,Green @ Commons,7:05AM
11,1,Saturday,Outbound,Hudson @ Grandview,7:10AM
11,1,Saturday,Outbound,IC - Roy Park School,7:14AM
11,1,Saturday,Outbound,IC - The Towers @ Ithaca College,7:18AM
11,1,Saturday,Outbound,IC - College Circle Apartments,7:22AM
11,2,Saturday,Outbound,Seneca @ Commons,7:26AM
11,2,Saturday,Outbound,Green @ Commons,7:35AM
11,2,Saturday,Outbound,Hudson @ Grandview,7:40AM
11,2,Saturday,Outbound,IC - Roy Park School,7:44AM
11,2,Saturday,Outbound,South Hill Business Park,7:48AM
11,3,Saturday,Outbound,Seneca @ Commons,7:56AM
11,3,Saturday,Outbound,Green @ Commons,8:05AM
11,3,Saturday,Outbound,Hudson @ Grandview,8:10AM
11,3,Saturday,Outbound,IC - Roy Park School,8:14AM
