Route,RouteInstance,Day,Direction,Stop,Time
74,1,Saturday,Outbound,Shops at Ithaca Mall @ Sears,7:30AM
74,1,Saturday,Outbound,Freeville Village,7:45AM
74,1,Saturday,Outbound,Groton Express Mart,7:55AM
74,2,Saturday,Outbound,Shops at Ithaca Mall @ Sears,1:10PM
74,2,Saturday,Outbound,Hanshaw @ Warren,1:15PM
74,2,Saturday,Outbound,Winston Ct.,1:18PM
74,2,Saturday,Outbound,Pinckney @ Lower Creek,1:28PM
74,2,Saturday,Outbound,Etna Mills Apartments,1:31PM
74,2,Saturday,Outbound,Freeville Village,1:35PM
74,2,Saturday,Outbound,Groton Express Mart,1:45PM
74,3,Saturday,Outbound,Shops at Ithaca Mall @ Sears,7:30PM
74,3,Saturday,Outbound,Hanshaw @ Warren,7:35PM
74,3,Saturday,Outbound,Winston Ct.,7:38PM
74,3,Saturday,Outbound,Pinckney @ Lower Creek,7:48PM
74,3,Saturday,Outbound,Etna Mills Apartments,7:51PM
74,3,Saturday,Outbound,Freeville Village,7:55PM
74,3,Saturday,Outbound,Groton Express Mart,8:05PM
74,1,Saturday,Inbound,Groton Express Mart,7:58AM
74,1,Saturday,Inbound,Freeville Park-n-Ride,8:10AM
74,1,Saturday,Inbound,Etna Mills Apartments,8:14AM
74,1,Saturday,Inbound,Pinckney @ Lower Creek,8:17AM
74,1,Saturday,Inbound,Winston Ct.,8:27AM
74,1,Saturday,Inbound,Hanshaw @ Warren,8:30AM
74,1,Saturday,Inbound,Shops at Ithaca Mall @ Sears,8:39AM
74,2,Saturday,Inbound,Groton Express Mart,1:48PM
74,2,Saturday,Inbound,Freeville Park-n-Ride,2:00PM
74,2,Saturday,Inbound,Etna Mills Apartments,2:04PM
74,2,Saturday,Inbound,Pinckney @ Lower Creek,2:07PM
74,2,Saturday,Inbound,Winston Ct.,2:17PM
74,2,Saturday,Inbound,Hanshaw @ Warren,2:20PM
74,2,Saturday,Inbound,Shops at Ithaca Mall @ Sears,2:29PM
74,3,Saturday,Inbound,Groton Express Mart,8:08PM
74,3,Saturday,Inbound,Freeville Park-n-Ride,8:20PM
74,3,Saturday,Inbound,Etna Mills Apartments,8:24PM
74,3,Saturday,Inbound,Pinckney @ Lower Creek,8:27PM
74,3,Saturday,Inbound,Winston Ct.,8:37PM
74,3,Saturday,Inbound,Hanshaw @ Warren,8:40PM
74,3,Saturday,Inbound,Shops at Ithaca Mall @ Sears,8:49PM
74,1,Sunday,Outbound,Green @ Commons,7:15AM
74,1,Sunday,Outbound,Shops at Ithaca Mall @ Sears,7:30AM
74,1,Sunday,Outbound,Freeville Village,7:45AM
74,1,Sunday,Outbound,Groton Express Mart,7:55AM
74,2,Sunday,Outbound,Shops at Ithaca Mall @ Sears,11:30AM
74,2,Sunday,Outbound,Hanshaw @ Warren,11:35AM
74,2,Sunday,Outbound,Winston Ct.,11:38AM
74,2,Sunday,Outbound,Pinckney @ Lower Creek,11:48AM
74,2,Sunday,Outbound,Etna Mills Apartments,11:51AM
74,2,Sunday,Outbound,Freeville Village,11:55AM
74,2,Sunday,Outbound,Groton Express Mart,12:05PM
74,3,Sunday,Outbound,Shops at Ithaca Mall @ Sears,3:35PM
74,3,Sunday,Outbound,Hanshaw @ Warren,3:40PM
74,3,Sunday,Outbound,Winston Ct.,3:43PM
74,3,Sunday,Outbound,Pinckney @ Lower Creek,3:53PM
74,3,Sunday,Outbound,Etna Mills Apartments,3:56PM
74,3,Sunday,Outbound,Freeville Village,4:00PM
74,3,Sunday,Outbound,Groton Express Mart,4:10PM
74,1,Sunday,Inbound,Groton Express Mart,7:58AM
74,1,Sunday,Inbound,Freeville Park-n-Ride,8:10AM
74,1,Sunday,Inbound,Etna Mills Apartments,8:14AM
74,1,Sunday,Inbound,Pinckney @ Lower Creek,8:17AM
74,1,Sunday,Inbound,Winston Ct.,8:27AM
74,1,Sunday,Inbound,Hanshaw @ Warren,8:30AM
74,1,Sunday,Inbound,Shops at Ithaca Mall @ Sears,8:39AM
74,1,Sunday,Inbound,Green @ Commons,8:54AM
74,2,Sunday,Inbound,Groton Express Mart,12:08PM
74,2,Sunday,Inbound,Freeville Park-n-Ride,12:20PM
74,2,Sunday,Inbound,Etna Mills Apartments,12:24PM
74,2,Sunday,Inbound,Pinckney @ Lower Creek,12:27PM
74,2,Sunday,Inbound,Winston Ct.,12:37PM
74,2,Sunday,Inbound,Hanshaw @ Warren,12:40PM
74,2,Sunday,Inbound,Shops at Ithaca Mall @ Sears,12:49PM
74,3,Sunday,Inbound,Groton Express Mart,4:13PM
74,3,Sunday,Inbound,Freeville Park-n-Ride,4:25PM
74,3,Sunday,Inbound,Etna Mills Apartments,4:29PM
74,3,Sunday,Inbound,Pinckney @ Lower Creek,4:32PM
74,3,Sunday,Inbound,Winston Ct.,4:42PM
74,3,Sunday,Inbound,Hanshaw @ Warren,4:45PM
74,3,Sunday,Inbound,Shops at Ithaca Mall @ Sears,4:54PM
82,4,Monday - Friday,South,A Lot,7:00AM
82,4,Monday - Friday,South,Hasbrouck Apts.,7:04AM
82,4,Monday - Friday,South,Uris Hall,7:10AM
82,4,Monday - Friday,South,Boyce-Thompson Institute,7:17AM
82,4,Monday - Friday,South,East Hill Office Building Across Street,7:24AM
82,4,Monday - Friday,South,East Hill Plaza,7:26AM
82,5,Monday - Friday,South,A Lot,7:10AM
82,5,Monday - Friday,South,Hasbrouck Apts.,7:14AM
82,5,Monday - Friday,South,Uris Hall,7:20AM
82,5,Monday - Friday,South,Boyce-Thompson Institute,7:27AM
82,5,Monday - Friday,South,East Hill Office Building Across Street,7:34AM
82,5,Monday - Friday,South,East Hill Plaza,7:36AM
82,6,Monday - Friday,South,A Lot,7:20AM
82,6,Monday - Friday,South,Hasbrouck Apts.,7:24AM
82,6,Monday - Friday,South,Uris Hall,7:30AM
82,6,Monday - Friday,South,Boyce-Thompson Institute,7:37AM
82,6,Monday - Friday,South,East Hill Office Building Across Street,7:44AM
82,6,Monday - Friday,South,East Hill Plaza,7:46AM
82,7,Monday - Friday,South,A Lot,7:30AM
82,7,Monday - Friday,South,Hasbrouck Apts.,7:34AM
82,7,Monday - Friday,South,Uris Hall,7:40AM
82,7,Monday - Friday,South,Boyce-Thompson Institute,7:47AM
82,7,Monday - Friday,South,East Hill Office Building Across Street,7:54AM
82,7,Monday - Friday,South,East Hill Plaza,7:56AM
82,8,Monday - Friday,South,Hasbrouck Apts.,7:43AM
82,8,Monday - Friday,South,Uris Hall,7:49AM
82,8,Monday - Friday,South,Boyce-Thompson Institute,7:56AM
82,8,Monday - Friday,South,East Hill Office Building Across Street,8:03AM
82,8,Monday - Friday,South,East Hill Plaza,8:05AM
82,9,Monday - Friday,South,Hasbrouck Apts.,7:53AM
82,9,Monday - Friday,South,Uris Hall,7:59AM
82,9,Monday - Friday,South,Boyce-Thompson Institute,8:06AM
82,9,Monday - Friday,South,East Hill Office Building Across Street,8:13AM
82,9,Monday - Friday,South,East Hill Plaza,8:15AM
82,10,Monday - Friday,South,Hasbrouck Apts.,8:03AM
82,10,Monday - Friday,South,Uris Hall,8:09AM
82,10,Monday - Friday,South,Boyce-Thompson Institute,8:16AM
82,10,Monday - Friday,South,East Hill Office Building Across Street,8:23AM
82,10,Monday - Friday,South,East Hill Plaza,8:25AM
82,11,Monday - Friday,South,Hasbrouck Apts.,8:13AM
82,11,Monday - Friday,South,Uris Hall,8:19AM
82,11,Monday - Friday,South,Boyce-Thompson Institute,8:26AM
82,11,Monday - Friday,South,East Hill Office Building Across Street,8:33AM
82,11,Monday - Friday,South,East Hill Plaza,8:35AM
82,12,Monday - Friday,South,Hasbrouck Apts.,8:23AM
82,12,Monday - Friday,South,Uris Hall,8:29AM
82,12,Monday - Friday,South,Boyce-Thompson Institute,8:36AM
82,12,Monday - Friday,South,East Hill Office Building Across Street,8:43AM
82,12,Monday - Friday,South,East Hill Plaza,8:45AM
82,13,Monday - Friday,South,Hasbrouck Apts.,8:33AM
82,13,Monday - Friday,South,Uris Hall,8:39AM
82,13,Monday - Friday,South,Boyce-Thompson Institute,8:46AM
82,13,Monday - Friday,South,East Hill Office Building Across Street,8:53AM
82,13,Monday - Friday,South,East Hill Plaza,8:55AM
82,14,Monday - Friday,South,Hasbrouck Apts.,8:43AM
82,14,Monday - Friday,South,Uris Hall,8:49AM
82,14,Monday - Friday,South,Boyce-Thompson Institute,8:56AM
82,14,Monday - Friday,South,East Hill Office Building Across Street,9:03AM
82,14,Monday - Friday,South,East Hill Plaza,9:05AM
82,15,Monday - Friday,South,Hasbrouck Apts.,8:53AM
82,15,Monday - Friday,South,Uris Hall,8:59AM
82,15,Monday - Friday,South,Boyce-Thompson Institute,9:06AM
82,15,Monday - Friday,South,East Hill Office Building Across Street,9:13AM
82,15,Monday - Friday,South,East Hill Plaza,9:15AM
82,16,Monday - Friday,South,Hasbrouck Apts.,9:03AM
82,16,Monday - Friday,South,Uris Hall,9:09AM
82,16,Monday - Friday,South,Boyce-Thompson Institute,9:16AM
82,16,Monday - Friday,South,East Hill Office Building Across Street,9:23AM
82,16,Monday - Friday,South,East Hill Plaza,9:25AM
82,17,Monday - Friday,South,Hasbrouck Apts.,9:13AM
82,17,Monday - Friday,South,Uris Hall,9:19AM
82,17,Monday - Friday,South,Boyce-Thompson Institute,9:26AM
82,17,Monday - Friday,South,East Hill Office Building Across Street,9:33AM
82,17,Monday - Friday,South,East Hill Plaza,9:35AM
82,18,Monday - Friday,South,Hasbrouck Apts.,9:23AM
82,18,Monday - Friday,South,Uris Hall,9:29AM
82,18,Monday - Friday,South,Boyce-Thompson Institute,9:36AM
82,18,Monday - Friday,South,East Hill Office Building Across Street,9:43AM
82,18,Monday - Friday,South,East Hill Plaza,9:45AM
82,19,Monday - Friday,South,Hasbrouck Apts.,9:33AM
82,19,Monday - Friday,South,Uris Hall,9:39AM
82,19,Monday - Friday,South,Boyce-Thompson Institute,9:46AM
82,19,Monday - Friday,South,East Hill Office Building Across Street,9:53AM
82,19,Monday - Friday,South,East Hill Plaza,9:55AM
82,20,Monday - Friday,South,Hasbrouck Apts.,9:43AM
82,20,Monday - Friday,South,Uris Hall,9:49AM
82,20,Monday - Friday,South,Boyce-Thompson Institute,9:56AM
82,20,Monday - Friday,South,East Hill Office Building Across Street,10:03AM
82,20,Monday - Friday,South,East Hill Plaza,10:05AM
82,21,Monday - Friday,South,Hasbrouck Apts.,9:53AM
82,21,Monday - Friday,South,Uris Hall,9:59AM
82,21,Monday - Friday,South,Boyce-Thompson Institute,10:06AM
82,21,Monday - Friday,South,East Hill Office Building Across Street,10:13AM
82,21,Monday - Friday,South,East Hill Plaza,10:15AM
82,23,Monday - Friday,South,Hasbrouck Apts.,10:03AM
82,23,Monday - Friday,South,Uris Hall,10:09AM
82,23,Monday - Friday,South,Boyce-Thompson Institute,10:16AM
82,23,Monday - Friday,South,East Hill Office Building Across Street,10:23AM
82,23,Monday - Friday,South,East Hill Plaza,10:25AM
82,24,Monday - Friday,South,A Lot,10:05AM
82,24,Monday - Friday,South,Hasbrouck Apts.,10:09AM
82,24,Monday - Friday,South,Uris Hall,10:15AM
82,24,Monday - Friday,South,Boyce-Thompson Institute,10:22AM
82,24,Monday - Friday,South,East Hill Office Building Across Street,10:29AM
82,24,Monday - Friday,South,East Hill Plaza,10:31AM
82,25,Monday - Friday,South,A Lot,10:15AM
82,25,Monday - Friday,South,Hasbrouck Apts.,10:19AM
82,25,Monday - Friday,South,Uris Hall,10:25AM
82,25,Monday - Friday,South,Boyce-Thompson Institute,10:32AM
82,25,Monday - Friday,South,East Hill Office Building Across Street,10:39AM
82,25,Monday - Friday,South,East Hill Plaza,10:41AM
82,26,Monday - Friday,South,A Lot,10:25AM
82,26,Monday - Friday,South,Hasbrouck Apts.,10:29AM
82,26,Monday - Friday,South,Uris Hall,10:35AM
82,26,Monday - Friday,South,Boyce-Thompson Institute,10:42AM
82,26,Monday - Friday,South,East Hill Office Building Across Street,10:49AM
82,26,Monday - Friday,South,East Hill Plaza,10:51AM
82,27,Monday - Friday,South,A Lot,10:35AM
82,27,Monday - Friday,South,Hasbrouck Apts.,10:39AM
82,27,Monday - Friday,South,Uris Hall,10:45AM
82,27,Monday - Friday,South,Boyce-Thompson Institute,10:52AM
82,27,Monday - Friday,South,East Hill Office Building Across Street,10:59AM
82,27,Monday - Friday,South,East Hill Plaza,11:01AM
82,28,Monday - Friday,South,A Lot,10:45AM
82,28,Monday - Friday,South,Hasbrouck Apts.,10:49AM
82,28,Monday - Friday,South,Uris Hall,10:55AM
82,28,Monday - Friday,South,Boyce-Thompson Institute,11:02AM
82,28,Monday - Friday,South,East Hill Office Building Across Street,11:09AM
82,28,Monday - Friday,South,East Hill Plaza,11:11AM
82,29,Monday - Friday,South,A Lot,10:55AM
82,29,Monday - Friday,South,Hasbrouck Apts.,10:59AM
82,29,Monday - Friday,South,Uris Hall,11:05AM
82,29,Monday - Friday,South,Boyce-Thompson Institute,11:12AM
82,29,Monday - Friday,South,East Hill Office Building Across Street,11:19AM
82,29,Monday - Friday,South,East Hill Plaza,11:21AM
82,30,Monday - Friday,South,A Lot,11:05AM
82,30,Monday - Friday,South,Hasbrouck Apts.,11:09AM
82,30,Monday - Friday,South,Uris Hall,11:15AM
82,30,Monday - Friday,South,Boyce-Thompson Institute,11:22AM
82,30,Monday - Friday,South,East Hill Office Building Across Street,11:29AM
82,30,Monday - Friday,South,East Hill Plaza,11:31AM
82,31,Monday - Friday,South,A Lot,11:15AM
82,31,Monday - Friday,South,Hasbrouck Apts.,11:19AM
82,31,Monday - Friday,South,Uris Hall,11:25AM
82,31,Monday - Friday,South,Boyce-Thompson Institute,11:32AM
82,31,Monday - Friday,South,East Hill Office Building Across Street,11:39AM
82,31,Monday - Friday,South,East Hill Plaza,11:41AM
82,32,Monday - Friday,South,A Lot,11:25AM
82,32,Monday - Friday,South,Hasbrouck Apts.,11:29AM
82,32,Monday - Friday,South,Uris Hall,11:35AM
82,32,Monday - Friday,South,Boyce-Thompson Institute,11:42AM
82,32,Monday - Friday,South,East Hill Office Building Across Street,11:49AM
82,32,Monday - Friday,South,East Hill Plaza,11:51AM
82,33,Monday - Friday,South,A Lot,11:35AM
82,33,Monday - Friday,South,Hasbrouck Apts.,11:39AM
82,33,Monday - Friday,South,Uris Hall,11:45AM
82,33,Monday - Friday,South,Boyce-Thompson Institute,11:52AM
82,33,Monday - Friday,South,East Hill Office Building Across Street,11:59AM
82,33,Monday - Friday,South,East Hill Plaza,12:01PM
82,34,Monday - Friday,South,A Lot,11:45AM
82,34,Monday - Friday,South,Hasbrouck Apts.,11:49AM
82,34,Monday - Friday,South,Uris Hall,11:55AM
82,34,Monday - Friday,South,Boyce-Thompson Institute,12:02PM
82,34,Monday - Friday,South,East Hill Office Building Across Street,12:09PM
82,34,Monday - Friday,South,East Hill Plaza,12:11PM
82,36,Monday - Friday,South,A Lot,11:55AM
82,36,Monday - Friday,South,Hasbrouck Apts.,11:59AM
82,36,Monday - Friday,South,Uris Hall,12:05PM
82,36,Monday - Friday,South,Boyce-Thompson Institute,12:12PM
82,36,Monday - Friday,South,East Hill Office Building Across Street,12:19PM
82,36,Monday - Friday,South,East Hill Plaza,12:21PM
82,37,Monday - Friday,South,A Lot,12:05PM
82,37,Monday - Friday,South,Hasbrouck Apts.,12:09PM
82,37,Monday - Friday,South,Uris Hall,12:15PM
82,37,Monday - Friday,South,Boyce-Thompson Institute,12:22PM
82,37,Monday - Friday,South,East Hill Office Building Across Street,12:29PM
82,37,Monday - Friday,South,East Hill Plaza,12:31PM
82,38,Monday - Friday,South,A Lot,12:15PM
82,38,Monday - Friday,South,Hasbrouck Apts.,12:19PM
82,38,Monday - Friday,South,Uris Hall,12:25PM
82,38,Monday - Friday,South,Boyce-Thompson Institute,12:32PM
82,38,Monday - Friday,South,East Hill Office Building Across Street,12:39PM
82,38,Monday - Friday,South,East Hill Plaza,12:41PM
82,39,Monday - Friday,South,A Lot,12:25PM
82,39,Monday - Friday,South,Hasbrouck Apts.,12:29PM
82,39,Monday - Friday,South,Uris Hall,12:35PM
82,39,Monday - Friday,South,Boyce-Thompson Institute,12:42PM
82,39,Monday - Friday,South,East Hill Office Building Across Street,12:49PM
82,39,Monday - Friday,South,East Hill Plaza,12:51PM
82,40,Monday - Friday,South,A Lot,12:35PM
82,40,Monday - Friday,South,Hasbrouck Apts.,12:39PM
82,40,Monday - Friday,South,Uris Hall,12:45PM
82,40,Monday - Friday,South,Boyce-Thompson Institute,12:52PM
82,40,Monday - Friday,South,East Hill Office Building Across Street,12:59PM
82,40,Monday - Friday,South,East Hill Plaza,1:01PM
82,41,Monday - Friday,South,A Lot,12:45PM
82,41,Monday - Friday,South,Hasbrouck Apts.,12:49PM
82,41,Monday - Friday,South,Uris Hall,12:55PM
82,41,Monday - Friday,South,Boyce-Thompson Institute,1:02PM
82,41,Monday - Friday,South,East Hill Office Building Across Street,1:09PM
82,41,Monday - Friday,South,East Hill Plaza,1:11PM
82,42,Monday - Friday,South,A Lot,12:55PM
82,42,Monday - Friday,South,Hasbrouck Apts.,12:59PM
82,42,Monday - Friday,South,Uris Hall,1:05PM
82,42,Monday - Friday,South,Boyce-Thompson Institute,1:12PM
82,42,Monday - Friday,South,East Hill Office Building Across Street,1:19PM
82,42,Monday - Friday,South,East Hill Plaza,1:21PM
82,43,Monday - Friday,South,A Lot,1:05PM
82,43,Monday - Friday,South,Hasbrouck Apts.,1:09PM
82,43,Monday - Friday,South,Uris Hall,1:15PM
82,43,Monday - Friday,South,Boyce-Thompson Institute,1:22PM
82,43,Monday - Friday,South,East Hill Office Building Across Street,1:29PM
82,43,Monday - Friday,South,East Hill Plaza,1:31PM
82,44,Monday - Friday,South,A Lot,1:15PM
82,44,Monday - Friday,South,Hasbrouck Apts.,1:19PM
82,44,Monday - Friday,South,Uris Hall,1:25PM
82,44,Monday - Friday,South,Boyce-Thompson Institute,1:32PM
82,44,Monday - Friday,South,East Hill Office Building Across Street,1:39PM
82,44,Monday - Friday,South,East Hill Plaza,1:41PM
82,45,Monday - Friday,South,A Lot,1:25PM
82,45,Monday - Friday,South,Hasbrouck Apts.,1:29PM
82,45,Monday - Friday,South,Uris Hall,1:35PM
82,45,Monday - Friday,South,Boyce-Thompson Institute,1:42PM
82,45,Monday - Friday,South,East Hill Office Building Across Street,1:49PM
82,45,Monday - Friday,South,East Hill Plaza,1:51PM
82,46,Monday - Friday,South,A Lot,1:35PM
82,46,Monday - Friday,South,Hasbrouck Apts.,1:39PM
82,46,Monday - Friday,South,Uris Hall,1:45PM
82,46,Monday - Friday,South,Boyce-Thompson Institute,1:52PM
82,46,Monday - Friday,South,East Hill Office Building Across Street,1:59PM
82,46,Monday - Friday,South,East Hill Plaza,2:01PM
82,47,Monday - Friday,South,A Lot,1:45PM
82,47,Monday - Friday,South,Hasbrouck Apts.,1:49PM
82,47,Monday - Friday,South,Uris Hall,1:55PM
82,47,Monday - Friday,South,Boyce-Thompson Institute,2:02PM
82,47,Monday - Friday,South,East Hill Office Building Across Street,2:09PM
82,47,Monday - Friday,South,East Hill Plaza,2:11PM
82,48,Monday - Friday,South,A Lot,1:55PM
82,48,Monday - Friday,South,Hasbrouck Apts.,1:59PM
82,48,Monday - Friday,South,Uris Hall,2:05PM
82,48,Monday - Friday,South,Boyce-Thompson Institute,2:12PM
82,48,Monday - Friday,South,East Hill Office Building Across Street,2:19PM
82,48,Monday - Friday,South,East Hill Plaza,2:21PM
82,49,Monday - Friday,South,A Lot,2:05PM
82,49,Monday - Friday,South,Hasbrouck Apts.,2:09PM
82,49,Monday - Friday,South,Uris Hall,2:15PM
82,49,Monday - Friday,South,Boyce-Thompson Institute,2:22PM
82,49,Monday - Friday,South,East Hill Office Building Across Street,2:29PM
82,49,Monday - Friday,South,East Hill Plaza,2:31PM
82,50,Monday - Friday,South,A Lot,2:15PM
82,50,Monday - Friday,South,Hasbrouck Apts.,2:19PM
82,50,Monday - Friday,South,Uris Hall,2:25PM
82,50,Monday - Friday,South,Boyce-Thompson Institute,2:32PM
82,50,Monday - Friday,South,East Hill Office Building Across Street,2:39PM
82,50,Monday - Friday,South,East Hill Plaza,2:41PM
82,51,Monday - Friday,South,A Lot,2:25PM
82,51,Monday - Friday,South,Hasbrouck Apts.,2:29PM
82,51,Monday - Friday,South,Uris Hall,2:35PM
82,51,Monday - Friday,South,Boyce-Thompson Institute,2:42PM
82,51,Monday - Friday,South,East Hill Office Building Across Street,2:49PM
82,51,Monday - Friday,South,East Hill Plaza,2:51PM
82,52,Monday - Friday,South,A Lot,2:35PM
82,52,Monday - Friday,South,Hasbrouck Apts.,2:39PM
82,52,Monday - Friday,South,Uris Hall,2:45PM
82,52,Monday - Friday,South,Boyce-Thompson Institute,2:52PM
82,52,Monday - Friday,South,East Hill Office Building Across Street,2:59PM
82,52,Monday - Friday,South,East Hill Plaza,3:01PM
82,53,Monday - Friday,South,A Lot,2:45PM
82,53,Monday - Friday,South,Hasbrouck Apts.,2:49PM
82,53,Monday - Friday,South,Uris Hall,2:55PM
82,53,Monday - Friday,South,Boyce-Thompson Institute,3:02PM
82,53,Monday - Friday,South,East Hill Office Building Across Street,3:09PM
82,53,Monday - Friday,South,East Hill Plaza,3:11PM
82,54,Monday - Friday,South,A Lot,2:55PM
82,54,Monday - Friday,South,Hasbrouck Apts.,2:59PM
82,54,Monday - Friday,South,Uris Hall,3:05PM
82,54,Monday - Friday,South,Boyce-Thompson Institute,3:12PM
82,54,Monday - Friday,South,East Hill Office Building Across Street,3:19PM
82,54,Monday - Friday,South,East Hill Plaza,3:21PM
82,55,Monday - Friday,South,A Lot,3:05PM
82,55,Monday - Friday,South,Hasbrouck Apts.,3:09PM
82,55,Monday - Friday,South,Uris Hall,3:15PM
82,55,Monday - Friday,South,Boyce-Thompson Institute,3:22PM
82,55,Monday - Friday,South,East Hill Office Building Across Street,3:29PM
82,55,Monday - Friday,South,East Hill Plaza,3:31PM
82,56,Monday - Friday,South,A Lot,3:15PM
82,56,Monday - Friday,South,Hasbrouck Apts.,3:19PM
82,56,Monday - Friday,South,Uris Hall,3:25PM
82,56,Monday - Friday,South,Boyce-Thompson Institute,3:32PM
82,56,Monday - Friday,South,B Lot @ Vet Medical Center,D
82,56,Monday - Friday,South,East Hill Office Building Across Street,3:41PM
82,56,Monday - Friday,South,East Hill Plaza,3:43PM
82,57,Monday - Friday,South,A Lot,3:25PM
82,57,Monday - Friday,South,Hasbrouck Apts.,3:29PM
82,57,Monday - Friday,South,Uris Hall,3:35PM
82,57,Monday - Friday,South,Boyce-Thompson Institute,3:42PM
82,57,Monday - Friday,South,B Lot @ Vet Medical Center,D
82,57,Monday - Friday,South,East Hill Office Building Across Street,3:51PM
82,57,Monday - Friday,South,East Hill Plaza,3:53PM
82,58,Monday - Friday,South,A Lot,3:35PM
82,58,Monday - Friday,South,Hasbrouck Apts.,3:39PM
82,58,Monday - Friday,South,Uris Hall,3:45PM
82,58,Monday - Friday,South,Boyce-Thompson Institute,3:52PM
82,58,Monday - Friday,South,B Lot @ Vet Medical Center,D
82,58,Monday - Friday,South,East Hill Office Building Across Street,4:01PM
82,58,Monday - Friday,South,East Hill Plaza,4:03PM
82,59,Monday - Friday,South,A Lot,3:45PM
82,59,Monday - Friday,South,Hasbrouck Apts.,3:49PM
82,59,Monday - Friday,South,Uris Hall,3:55PM
82,59,Monday - Friday,South,Boyce-Thompson Institute,4:02PM
82,59,Monday - Friday,South,B Lot @ Vet Medical Center,D
82,59,Monday - Friday,South,East Hill Office Building Across Street,4:11PM
82,59,Monday - Friday,South,East Hill Plaza,4:13PM
82,60,Monday - Friday,South,A Lot,3:55PM
82,60,Monday - Friday,South,Hasbrouck Apts.,3:59PM
82,60,Monday - Friday,South,Uris Hall,4:05PM
82,60,Monday - Friday,South,Boyce-Thompson Institute,4:12PM
82,60,Monday - Friday,South,B Lot @ Vet Medical Center,D
82,60,Monday - Friday,South,East Hill Office Building Across Street,4:21PM
82,60,Monday - Friday,South,East Hill Plaza,4:23PM
82,61,Monday - Friday,South,A Lot,4:05PM
82,61,Monday - Friday,South,Hasbrouck Apts.,4:09PM
82,61,Monday - Friday,South,Uris Hall,4:15PM
82,61,Monday - Friday,South,Boyce-Thompson Institute,4:22PM
82,61,Monday - Friday,South,B Lot @ Vet Medical Center,D
82,61,Monday - Friday,South,East Hill Office Building Across Street,4:31PM
82,61,Monday - Friday,South,East Hill Plaza,4:33PM
82,62,Monday - Friday,South,A Lot,4:15PM
82,62,Monday - Friday,South,Hasbrouck Apts.,4:19PM
82,62,Monday - Friday,South,Uris Hall,4:25PM
82,62,Monday - Friday,South,Boyce-Thompson Institute,4:32PM
82,62,Monday - Friday,South,B Lot @ Vet Medical Center,D
82,62,Monday - Friday,South,East Hill Office Building Across Street,4:41PM
82,62,Monday - Friday,South,East Hill Plaza,4:43PM
82,63,Monday - Friday,South,A Lot,4:25PM
82,63,Monday - Friday,South,Hasbrouck Apts.,4:29PM
82,63,Monday - Friday,South,Uris Hall,4:35PM
82,63,Monday - Friday,South,Boyce-Thompson Institute,4:42PM
82,63,Monday - Friday,South,B Lot @ Vet Medical Center,D
82,63,Monday - Friday,South,East Hill Office Building Across Street,4:51PM
82,63,Monday - Friday,South,East Hill Plaza,4:53PM
82,64,Monday - Friday,South,A Lot,4:35PM
82,64,Monday - Friday,South,Hasbrouck Apts.,4:39PM
82,64,Monday - Friday,South,Uris Hall,4:45PM
82,64,Monday - Friday,South,Boyce-Thompson Institute,4:52PM
82,64,Monday - Friday,South,B Lot @ Vet Medical Center,D
82,64,Monday - Friday,South,East Hill Office Building Across Street,5:01PM
82,64,Monday - Friday,South,East Hill Plaza,5:03PM
82,65,Monday - Friday,South,A Lot,4:45PM
82,65,Monday - Friday,South,Hasbrouck Apts.,4:49PM
82,65,Monday - Friday,South,Uris Hall,4:55PM
82,65,Monday - Friday,South,Boyce-Thompson Institute,5:02PM
82,65,Monday - Friday,South,B Lot @ Vet Medical Center,D
82,65,Monday - Friday,South,East Hill Office Building Across Street,5:11PM
82,65,Monday - Friday,South,East Hill Plaza,5:13PM
82,66,Monday - Friday,South,A Lot,4:55PM
82,66,Monday - Friday,South,Hasbrouck Apts.,4:59PM
82,66,Monday - Friday,South,Uris Hall,5:05PM
82,66,Monday - Friday,South,Boyce-Thompson Institute,5:12PM
82,66,Monday - Friday,South,B Lot @ Vet Medical Center,D
82,66,Monday - Friday,South,East Hill Office Building Across Street,5:21PM
82,66,Monday - Friday,South,East Hill Plaza,5:23PM
82,67,Monday - Friday,South,A Lot,5:05PM
82,67,Monday - Friday,South,Hasbrouck Apts.,5:09PM
82,67,Monday - Friday,South,Uris Hall,5:15PM
82,67,Monday - Friday,South,Boyce-Thompson Institute,5:22PM
82,67,Monday - Friday,South,B Lot @ Vet Medical Center,D
82,67,Monday - Friday,South,East Hill Office Building Across Street,5:31PM
82,67,Monday - Friday,South,East Hill Plaza,5:33PM
82,68,Monday - Friday,South,A Lot,5:15PM
82,68,Monday - Friday,South,Hasbrouck Apts.,5:19PM
82,68,Monday - Friday,South,Uris Hall,5:25PM
82,68,Monday - Friday,South,Boyce-Thompson Institute,5:32PM
82,68,Monday - Friday,South,East Hill Office Building Across Street,5:39PM
82,68,Monday - Friday,South,East Hill Plaza,5:41PM
82,69,Monday - Friday,South,A Lot,5:25PM
82,69,Monday - Friday,South,Hasbrouck Apts.,5:29PM
82,69,Monday - Friday,South,Uris Hall,5:35PM
82,69,Monday - Friday,South,Boyce-Thompson Institute,5:42PM
82,69,Monday - Friday,South,East Hill Office Building Across Street,5:49PM
82,69,Monday - Friday,South,East Hill Plaza,5:51PM
82,70,Monday - Friday,South,A Lot,5:35PM
